site_id,property_name,floorplan_id,unit_key,name,beds,baths,price_low,price_high,price_range,all_in_price_range,per_bed_pricing,square_feet,units_available,availability,availability_description,available_date,deposit,deposit_description,application_fees,admin_fee,max_occupants,unit_number,is_unit,is_new,raw_unit_floorplans
"ocp5ey2bmq","Furnished Studio/ADU | Olde Raleigh | Parking | Fast Wi-Fi","1","q2j0gkx","","0","1","1875","1875","$1,875","$1,875","false","670 sq. ft.","1","AvailableNow","Rentals Available","1970-01-01T23:59:59.000Z",,"","N/A","N/A","2","","false","false","[]"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","2661427","1ejxmv6","Cherry Birch","1","1.5","1350","1610","$1,350 - $1,610","$1,379 - $1,639","false","645 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","1383299","vy4f2sf","Silver Birch","2","1.5","1355","1645","$1,355 - $1,645","$1,384 - $1,674","false","827 sq. ft.","1","AvailableNow","Rentals Available","2026-09-08T23:59:59.000Z",,"",,,,"","false","false","[]"
"70rqkwy","Brook Hill Townhouse - Students Save Up to 10%","1688882","xe5wdvm","Water Birch","3","1.5",,,"","","false","1,009 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"ocpjeweyz6","All Girls Unit - Room with Private Bathroom at  University Woods at Centennial Condominiums","1","q2j0gkx","","4","4","645","645","$645","$645","true","200 sq. ft.","1","AvailableNow","Rentals Available","1970-01-01T23:59:59.000Z",,"","N/A","N/A","1","","false","false","[]"
"0smdl31","Paloma Raleigh","2552040","rcmy6l2","1x1","1","1","1599","1599","$1,599","$1,599","true","591 sq. ft.","6","CallForAvailability","Rentals Available","2025-08-15T23:59:59.000Z",,"",,,,"","false","false","[]"
"0smdl31","Paloma Raleigh","2440368","e4tnp6q","2x2","2","2","979","979","$979","$979","true","841 sq. ft.","7","CallForAvailability","Rentals Available","2025-05-01T23:59:59.000Z",,"",,,,"","false","false","[]"
"0smdl31","Paloma Raleigh","2440369","3rcv22d","2x2 Corner","2","2","989","989","$989","$989","true","821 sq. ft.","6","CallForAvailability","Rentals Available","2025-08-15T23:59:59.000Z",,"",,,,"","false","false","[]"
"0smdl31","Paloma Raleigh","2440371","4dr6y6j","3x3","3","3","879","879","$879","$879","true","1,075 sq. ft.","6","CallForAvailability","Rentals Available","2025-08-15T23:59:59.000Z",,"",,,,"","false","false","[]"
"0smdl31","Paloma Raleigh","2440372","wgqyx4h","4x4 Townhome","4","4","749","749","$749","$749","true","1,630 sq. ft.","6","CallForAvailability","Rentals Available","2025-08-15T23:59:59.000Z",,"",,,,"","false","false","[]"
"0smdl31","Paloma Raleigh","2552044","pnehh7r","4x4 Loft Private Access","4","4","989","989","$989","$989","true","1,682 sq. ft.","6","CallForAvailability","Rentals Available","2025-08-15T23:59:59.000Z",,"",,,,"","false","false","[]"
"0smdl31","Paloma Raleigh","2596473","gc4m3by","4x4 Loft","4","4","999","999","$999","$999","true","1,682 sq. ft.","6","CallForAvailability","Rentals Available","2025-08-15T23:59:59.000Z",,"",,,,"","false","false","[]"
"0smdl31","Paloma Raleigh","2595053","lg63f0f","5x5 Loft Private Access","5","5","949","949","$949","$949","true","1,754 sq. ft.","6","CallForAvailability","Rentals Available","2025-08-15T23:59:59.000Z",,"",,,,"","false","false","[]"
"0smdl31","Paloma Raleigh","2595054","njy5rkm","5x5 Loft","5","5","949","949","$949","$949","true","1,754 sq. ft.","6","CallForAvailability","Rentals Available","2025-08-15T23:59:59.000Z",,"",,,,"","false","false","[]"
"ocppjxdd3r","Collegeview Duplex--Brand New Luxury Housing within walking distance to NCSU","1","q2j0gkx","","4","4.5","900","950","$900 - $950","$900 - $950","true","2,500 sq. ft.","1","AvailableNow","Rentals Available","1970-01-01T23:59:59.000Z",,"","N/A","N/A","4","","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5787998","tf7j2jb","S1.1","0","1","1388","2224","$1,388 - $2,224","$1,388 - $2,224","false","667 sq. ft.","2","AvailableNow","Rentals Available","2026-09-08T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5787992","5z3mv7m","S2.1","0","1","1426","2232","$1,426 - $2,232","$1,426 - $2,232","false","661 sq. ft.","2","AvailableNow","Rentals Available","2026-09-08T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5787996","nvj4zcq","S3.1","0","1","1543","2318","$1,543 - $2,318","$1,543 - $2,318","false","761 sq. ft.","1","AvailableNow","Rentals Available","2026-09-08T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5788006","h66vkp2","A2.1","1","1","1377","1877","$1,377 - $1,877","$1,377 - $1,877","false","747 sq. ft.","2","FutureDate","Available Soon","2026-10-19T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5787993","ywgn02v","A1.3","1","1","1406","1873","$1,406 - $1,873","$1,406 - $1,873","false","722 sq. ft.","1","FutureDate","Available Soon","2026-10-05T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","3133724","gklsp9z","A5.1","1","1","1475","1888","$1,475 - $1,888","$1,475 - $1,888","false","755 sq. ft.","1","AvailableNow","Rentals Available","2026-09-08T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5787994","1clhz47","A1.A","1","1","1482","1975","$1,482 - $1,975","$1,482 - $1,975","false","722 sq. ft.","1","FutureDate","Available Soon","2026-10-05T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","3454558","77k1m9y","A6.1","1","1","1497","2076","$1,497 - $2,076","$1,497 - $2,076","false","972 sq. ft.","1","FutureDate","Available Soon","2026-11-09T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5788018","zq0fcdw","A4.2","1","1","1515","1941","$1,515 - $1,941","$1,515 - $1,941","false","898 sq. ft.","1","AvailableNow","Rentals Available","2026-09-08T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","2935031","czfeb0f","B3.1","1","1","1632","2092","$1,632 - $2,092","$1,632 - $2,092","false","989 sq. ft.","1","AvailableNow","Rentals Available","2026-09-08T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5788019","373kc5d","B1.2A","1","1","1781","2284","$1,781 - $2,284","$1,781 - $2,284","false","1,083 sq. ft.","1","AvailableNow","Rentals Available","2026-09-08T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","3232720","bek2mmb","C3.1","2","2","2006","3970","$2,006 - $3,970","$2,006 - $3,970","false","1,250 sq. ft.","2","FutureDate","Available Soon","2026-09-21T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5788025","jg10v84","C1.2","2","2","1826","2476","$1,826 - $2,476","$1,826 - $2,476","false","1,134 sq. ft.","1","FutureDate","Available Soon","2026-10-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5788027","c5bt9le","C1.4","2","2","1876","3739","$1,876 - $3,739","$1,876 - $3,739","false","1,134 sq. ft.","1","FutureDate","Available Soon","2026-09-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5788028","4n8gjjl","C1.3","2","2","1877","3741","$1,877 - $3,741","$1,877 - $3,741","false","1,174 sq. ft.","1","AvailableNow","Rentals Available","2026-09-08T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5788035","tbqj6j9","C2.1","2","2","1957","3874","$1,957 - $3,874","$1,957 - $3,874","false","1,189 sq. ft.","1","FutureDate","Available Soon","2026-09-28T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5788038","bf512xb","C3.2","2","2","2006","2723","$2,006 - $2,723","$2,006 - $2,723","false","1,250 sq. ft.","1","FutureDate","Available Soon","2026-10-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"hgdd8s0","Lantower Bullhouse","5788034","xy4dtnm","C2.4","2","2","2183","4346","$2,183 - $4,346","$2,183 - $4,346","false","1,210 sq. ft.","1","FutureDate","Available Soon","2026-09-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"ocpe1n95cm","Big Promotion w/best price ever. Move in Immediately . MarcomTowns. Great location nice","1","q2j0gkx","","4","4.5","950","950","$950","$950","true","1,720 sq. ft.","1","AvailableNow","Rentals Available","1970-01-01T23:59:59.000Z",,"","N/A","N/A","4","","false","false","[]"
"p8mlexs","Valentine Commons","4136601","fx6fkns","The Haywood Platinum","2","2","2238","2238","$2,238","$2,288","true","672 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"p8mlexs","Valentine Commons","5852055","ysq0sdv","The Caswell Platinum","3","3","2038","2238","$2,038 - $2,238","$2,088 - $2,288","false","963 sq. ft.","4","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"p8mlexs","Valentine Commons","4137171","ec82f9p","The Wilson Platinum","3","3","2038","2038","$2,038","$2,088","true","921 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"p8mlexs","Valentine Commons","4136602","fttfnxv","The Jackson Platinum","4","3","1190","1240","$1,190 - $1,240","$1,240 - $1,290","true","1,169 sq. ft.","2","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"p8mlexs","Valentine Commons","4137173","m38165h","The Washington Platinum","4","4","1190","1190","$1,190","$1,240","true","1,098 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"p8mlexs","Valentine Commons","1700592","zxxg8cz","The Henderson Platinum","4","4","1240","1240","$1,240","$1,290","true","1,098 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,"4","","false","false","[]"
"p8mlexs","Valentine Commons","3468960","je582d4","The Mitchell Platinum","4","4","1240","1240","$1,240","$1,290","true","1,098 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"p8mlexs","Valentine Commons","1700591","s5x9r97","The Gaston Platinum","4","4","1340","1340","$1,340","$1,390","true","1,098 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,"4","","false","false","[]"
"p8mlexs","Valentine Commons","1700586","eqqxtpp","The Franklin Platinum","4","4","1440","1440","$1,440","$1,490","true","1,157 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,"4","","false","false","[]"
"p8mlexs","Valentine Commons","1700584","pjgw4ct","The Camden Platinum","4","4","1640","1640","$1,640","$1,690","true","1,169 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,"4","","false","false","[]"
"p8mlexs","Valentine Commons","1700589","vgncbrf","The Hyde Platinum","4","4","1640","1640","$1,640","$1,690","true","1,129 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,"4","","false","false","[]"
"p8mlexs","Valentine Commons","4137172","peh3hmt","The Pamlico Platinum","4","4","1640","1640","$1,640","$1,690","true","1,098 sq. ft.","1","AvailableNow","Rentals Available","2026-08-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"ocp2evl6hb","University Oaks -","1","q2j0gkx","","1","1","725","725","$725","$725","true","1,250 sq. ft.","1","AvailableNow","Rentals Available","2026-06-01T23:59:59.000Z",,"","N/A","N/A","1","","false","false","[]"
"fgrbwjv","Stanhope","1618028","8gxbpq1","Studio","0","1","1675","1675","$1,675","$1,680","true","394 - 432 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,,"","false","false","[]"
"fgrbwjv","Stanhope","5934063","q58xxmz","Studio +","0","1","1695","1695","$1,695","$1,700","false","424 - 446 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,,"","false","false","[]"
"fgrbwjv","Stanhope","5934065","sy5lfr6","2x2 Shared","2","2","845","845","$845","$850","false","1,394 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,,"","false","false","[]"
"fgrbwjv","Stanhope","1753261","my9fxzh","2x2","2","2","1385","1385","$1,385","$1,390","true","835 - 921 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,"2","","false","false","[]"
"fgrbwjv","Stanhope","5934064","jx8vep7","2x2 +","2","2","1419","1419","$1,419","$1,424","false","1,015 - 1,056 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,,"","false","false","[]"
"fgrbwjv","Stanhope","1753262","4w3yz3j","3x3","3","3","999","999","$999","$1,004","true","1,286 - 1,311 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,"3","","false","false","[]"
"fgrbwjv","Stanhope","5934067","xcjqc3n","3x3 +","3","3","1335","1335","$1,335","$1,340","false","1,340 - 1,348 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,,"","false","false","[]"
"fgrbwjv","Stanhope","5934066","43jm3gl","3x3 Grand","3","3","1340","1340","$1,340","$1,345","false","1,490 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,,"","false","false","[]"
"fgrbwjv","Stanhope","1753263","drkpv5k","4x4 Corner","4","4","1199","1199","$1,199","$1,204","true","1,544 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,"4","","false","false","[]"
"fgrbwjv","Stanhope","5934061","ng0zg5p","4x4","4","4","1199","1199","$1,199","$1,204","false","1,589 sq. ft.","1","AvailableNow","Rentals Available","2026-08-13T23:59:59.000Z",,"",,,,"","false","false","[]"
"ocpvlydr3e","Reavis ---Brand New Luxury Housing within walking distance to NCSU","1","q2j0gkx","","4","4.5","925","975","$925 - $975","$925 - $975","true","2,160 sq. ft.","1","AvailableNow","Rentals Available","1970-01-01T23:59:59.000Z",,"","N/A","N/A","4","","false","false","[]"
"86fjg60","HeyDay Raleigh","6041988","ge8f64w","Studio - S1","0","1","1819","1819","$1,819","$1,819","false","375 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041990","sjtrkb7","Studio - S4","0","1","1899","1899","$1,899","$1,899","false","414 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041989","rx93yd2","Studio - S2","0","1","1999","1999","$1,999","$1,999","false","375 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041991","x72wmsn","Studio - S3","0","1","2009","2009","$2,009","$2,009","false","397 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041992","lvlk0xf","1BR/1BA - A1","1","1","2179","2179","$2,179","$2,179","false","519 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041993","f5cnf2t","1BR/1BA - A2","1","1","2199","2199","$2,199","$2,199","false","528 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041994","ddgqzvk","1BR/1BA - A3","1","1","2219","2219","$2,219","$2,219","false","562 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041995","tp51e5c","1BR/1BA - A4","1","1","2269","2269","$2,269","$2,269","false","610 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041996","w9s7tgj","2BR/2BA - B1","2","2","1579","1579","$1,579","$1,579","false","723 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041997","y655e6v","2BR/2BA - B2","2","2","1599","1599","$1,599","$1,599","false","795 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041999","p4deght","2BR/2BA - B3","2","2","1609","1609","$1,609","$1,609","false","795 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6041998","mchgrsh","2BR/2BA - B4","2","2","1619","1619","$1,619","$1,619","false","806 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042000","0wfvzy2","2BR/2BA - B5","2","2","1629","1629","$1,629","$1,629","false","819 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042001","cvhb0qf","2BR/2BA - B6","2","2","1649","1649","$1,649","$1,649","false","826 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042002","bncjf1b","3BR/3BA - C1","3","3","1499","1499","$1,499","$1,499","false","932 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042003","rrx3vm1","3BR/3BA - C2","3","3","1529","1529","$1,529","$1,529","false","1,087 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042004","bq3jdjc","3BR/3BA - C3","3","3","1549","1549","$1,549","$1,549","false","1,100 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042005","zf6y50x","4BR/4BA - D1","4","4","1349","1349","$1,349","$1,349","false","1,416 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042007","qecp6fw","4BR/4BA - D2","4","4","1399","1399","$1,399","$1,399","false","1,457 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042006","lsvk2eg","4BR/4BA - D3","4","4","1449","1449","$1,449","$1,449","false","1,471 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042009","mf4gx1l","4BR/4BA - TH1","4","4","1479","1479","$1,479","$1,479","false","1,470 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042008","1kn0j86","4BR/4BA - TH2","4","4","1499","1499","$1,499","$1,499","false","1,470 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042010","m9rgt9j","4BR/4BA - TH3","4","4","1519","1519","$1,519","$1,519","false","1,602 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"86fjg60","HeyDay Raleigh","6042011","ly7k55e","4BR/4.5BA - TH4","4","4.5","1539","1539","$1,539","$1,539","false","1,629 sq. ft.","1","FutureDate","Available Soon","2027-08-14T23:59:59.000Z",,"",,,,"","false","false","[]"
"ocpxdxd79p","4BR/4BA Condo| On Wolfline | Preleasing 27-28 Special $850 Util/Parking Incld | Mile to Campus","1","q2j0gkx","","4","4","875","875","$875","$875","true","1,224 sq. ft.","1","FutureDate","Available Soon","2027-08-01T23:59:59.000Z",,"","N/A","N/A","4","","false","false","[]"
"9de4we5","LYV Woodcroft at Southpoint","3302954","egqsmhn","A1R","1","1","1200","1200","$1,200","$1,200","false","845 sq. ft.","2","FutureDate","Available Soon","2026-11-05T23:59:59.000Z",,"",,,,"","false","false","[]"
"9de4we5","LYV Woodcroft at Southpoint","3022361","870r230","A2R","1","1","1325","1325","$1,325","$1,325","false","945 sq. ft.","1","FutureDate","Available Soon","2026-09-24T23:59:59.000Z",,"",,,,"","false","false","[]"
"9de4we5","LYV Woodcroft at Southpoint","1952392","008b1x0","A1","1","1",,,"","","false","845 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"9de4we5","LYV Woodcroft at Southpoint","1952396","gk2zvgz","A2","1","1",,,"","","false","945 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"9de4we5","LYV Woodcroft at Southpoint","64125","6kf0n5r","B1","2","2","1275","1300","$1,275 - $1,300","$1,275 - $1,300","false","1,075 sq. ft.","20","AvailableNow","Rentals Available","2026-09-04T23:59:59.000Z",,"",,,,"","false","false","[]"
"9de4we5","LYV Woodcroft at Southpoint","3022362","j8wve74","B1R","2","2","1375","1400","$1,375 - $1,400","$1,375 - $1,400","false","1,075 sq. ft.","12","AvailableNow","Rentals Available","2026-08-28T23:59:59.000Z",,"",,,,"","false","false","[]"
"9de4we5","LYV Woodcroft at Southpoint","64124","vcb7wkf","B2 with Den","2","2","1385","1385","$1,385","$1,385","false","1,179 sq. ft.","8","AvailableNow","Rentals Available","2026-09-04T23:59:59.000Z",,"",,,,"","false","false","[]"
"9de4we5","LYV Woodcroft at Southpoint","5975579","fqlj3nv","B2R With Den","2","2",,,"","","false","1,179 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"ocpm68s5sh","Burt Drive Townhouses---Brand New Luxury Housing within walking distance to NCSU","1","q2j0gkx","","4","4.5","1050","1050","$1,050","$1,050","true","2,430 sq. ft.","1","AvailableNow","Rentals Available","1970-01-01T23:59:59.000Z",,"","N/A","N/A","4","","false","false","[]"
"gky0hgw","Willow Bend Apartments","1002951","e1jncsq","WB 2x1","2","1","1312","1357","$1,312 - $1,357","$1,312 - $1,357","false","812 sq. ft.","3","FutureDate","Available Soon","2026-10-02T23:59:59.000Z",,"",,,,"","false","false","[]"
"ocpd8x87kh","New Construction: 4 Bed 4.5 Bath Townhomes","1","q2j0gkx","","4","4.5","4000","4000","$4,000","$4,000","false","2,100 sq. ft.","1","AvailableNow","Rentals Available","2026-06-01T23:59:59.000Z",,"","N/A","N/A","4","","false","false","[]"
"v534e5d","Kensington Park","1043037","zkse8jy","K1A","1","1","1185","1215","$1,185 - $1,215","$1,185 - $1,215","false","870 sq. ft.","1","AvailableNow","Rentals Available","2026-08-01T23:59:59.000Z",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043036","0558qq2","K1B","1","1","1175","1175","$1,175","$1,175","false","780 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043038","ghlxbez","K1C","1","1","1205","1205","$1,205","$1,205","false","890 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043039","mlzwj8h","K1D","1","1","1225","1225","$1,225","$1,225","false","960 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043040","se5czv4","K2F","2","1","1335","1335","$1,335","$1,335","false","960 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043041","2cxb168","K2B","2","1","1345","1345","$1,345","$1,345","false","990 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043043","kczt1b8","K2A","2","1","1375","1375","$1,375","$1,375","false","1,090 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043042","v1n9ctg","K2D","2","1","1385","1385","$1,385","$1,385","false","1,085 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043044","scxcsc6","K2C","2","1.5","1395","1395","$1,395","$1,395","false","1,085 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043045","01n8lq1","K2E","2","2","1575","1575","$1,575","$1,575","false","1,065 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043047","zjnecsz","K3C","3","1.5","1745","1745","$1,745","$1,745","false","1,190 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043048","nw07y6m","K3F","3","2","1725","1725","$1,725","$1,725","false","1,065 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043050","fw066ct","K3B","3","2","1845","1845","$1,845","$1,845","false","1,325 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","1043051","l7d1ede","K3A","3","2","1845","1845","$1,845","$1,845","false","1,325 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"v534e5d","Kensington Park","5766602","5htmt9n","K3D","3","2","1945","1945","$1,945","$1,945","false","1,525 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"ocp913l1z6","** WAITLIST for 2026-2027 ** 4 Bedroom, 4.5 Bathroom Unit Near NCSU Campus and Cup A Joe","1","q2j0gkx","","4","4.5","4400","4400","$4,400","$4,400","false","1,726 sq. ft.","1","AvailableNow","Rentals Available","2026-06-07T23:59:59.000Z",,"","N/A","N/A","4","","false","false","[]"
"0zm5l03","616 at the Village","2365478","p29qb9r","S1A","0","1","1675","1675","$1,675","$1,712","false","600 sq. ft.","1","AvailableNow","Rentals Available","2026-09-09T23:59:59.000Z",,"",,,,"","false","false","[]"
"0zm5l03","616 at the Village","1808397","e81j63q","A1B","1","1","1600","1620","$1,600 - $1,620","$1,637 - $1,657","false","690 sq. ft.","3","AvailableNow","Rentals Available","2026-08-25T23:59:59.000Z",,"",,,,"","false","false","[]"
"0zm5l03","616 at the Village","1808398","9wjn204","A1C","1","1","1652","1740","$1,652 - $1,740","$1,689 - $1,777","false","730 sq. ft.","2","FutureDate","Available Soon","2026-09-12T23:59:59.000Z",,"",,,,"","false","false","[]"
"0zm5l03","616 at the Village","2030333","v3y847f","A1D","1","1","1684","1684","$1,684","$1,721","false","804 sq. ft.","1","AvailableNow","Rentals Available","2026-09-01T23:59:59.000Z",,"",,,,"","false","false","[]"
"0zm5l03","616 at the Village","2030335","gqdw08x","A1F","1","1","1823","1823","$1,823","$1,860","false","857 sq. ft.","1","FutureDate","Available Soon","2026-09-30T23:59:59.000Z",,"",,,,"","false","false","[]"
"0zm5l03","616 at the Village","2030332","pw0zcdt","A1A","1","1",,,"","","false","618 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
"0zm5l03","616 at the Village","2030334","mm0xvek","A1E","1","1",,,"","","false","849 sq. ft.","0","AvailableSoon","Available Soon","",,"",,,,"","false","false","[]"
